trace,full_seq_len,input_x_seq_len,true_y_seq_len,pred_y_seq_len,acc,recall,precision,f1,levenshtein,damerau_levenshtein,local_alignment,global_alignment,emph_start,longest_subsequence,longest_substring,overlap,entropy,input,true_encoded,pred_encoded,true_encoded_with_padding,pred_encoded_with_padding,true_decoded,pred_decoded
859,6,5,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.22602396837087924,021 | 021-001 | 021-001-011 | 021-001-011-008 | 021-001-011-008-022,000,014 -> 002 -> 005 -> 006,000,014 -> 002 -> 005 -> 006,<P>,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled
860,8,1,7,5,0.0,0.0,0.0,0.0,0.4285714285714286,0.4285714285714286,0.6,0.5714285714285714,0.6761904761904761,0.4285714285714286,0.2857142857142857,0.6,0.6811403372894902,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E>
861,8,3,5,5,0.8,0.8,1.0,0.8666666666666666,0.8,0.8,0.8,0.9,0.8666666666666667,0.8,0.8,0.8,0.9023123798847138,021 | 021-001 | 021-001-014,015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 005 -> 006 -> 022,015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 005 -> 006 -> 022,APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
862,7,4,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.7420981285103057,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,014 -> 002 -> 006,005 -> 006 -> 022,014 -> 002 -> 006,Request_Payment -> Payment_Handled -> <E>,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled
863,7,2,5,5,0.6,0.6,1.0,0.7,0.6,0.6,0.6,0.8,0.7333333333333334,0.6,0.4,0.6,0.7739332463009987,021 | 021-001,004 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,004 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,APPROVED_by_PRE_APPROVER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E>
864,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,000,000,000,<P>,<P>
865,7,1,6,5,0.16666666666666666,0.16666666666666666,0.5,0.25,0.5,0.5,0.6,0.6666666666666666,0.7000000000000001,0.5,0.33333333333333337,0.6,0.7217343464337871,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E>
866,7,1,6,5,0.16666666666666666,0.16666666666666666,0.5,0.25,0.5,0.5,0.6,0.6666666666666666,0.7000000000000001,0.5,0.33333333333333337,0.6,0.7217343464337871,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E>
867,7,2,5,5,0.6,0.6,1.0,0.7,0.6,0.6,0.6,0.8,0.7333333333333334,0.6,0.4,0.6,0.7739332463009987,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E>
868,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,022,022,022,<E>,<E>
869,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006,022,000,022,000,<E>,<P>
870,8,4,4,5,0.6,0.6,1.0,0.7333333333333332,0.6,0.6,0.5,0.7,0.8049999999999999,0.6,0.4,0.75,0.8769556609382364,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,002 -> 002 -> 006 -> 022 -> 022,002 -> 005 -> 006 -> 022,002 -> 002 -> 006 -> 022 -> 022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E> -> <E>
871,8,4,4,5,0.6,0.6,1.0,0.7333333333333332,0.6,0.6,0.5,0.7,0.8049999999999999,0.6,0.4,0.75,0.8769556609382364,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,002 -> 002 -> 006 -> 022 -> 022,002 -> 005 -> 006 -> 022,002 -> 002 -> 006 -> 022 -> 022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E> -> <E>
872,8,2,6,5,0.16666666666666666,0.16666666666666666,0.5,0.25,0.5,0.5,0.6,0.6666666666666666,0.7000000000000001,0.5,0.33333333333333337,0.6,0.7217343464337871,021 | 021-001,014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E>
873,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,022,022,022,<E>,<E>
874,6,5,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.22602396837087924,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-022,000,014 -> 002 -> 005 -> 006,000,014 -> 002 -> 005 -> 006,<P>,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled
875,7,4,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.7420981285103057,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,014 -> 002 -> 006,005 -> 006 -> 022,014 -> 002 -> 006,Request_Payment -> Payment_Handled -> <E>,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled
876,7,4,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.7420981285103057,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,014 -> 002 -> 006,005 -> 006 -> 022,014 -> 002 -> 006,Request_Payment -> Payment_Handled -> <E>,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled
877,8,1,7,5,0.0,0.0,0.0,0.0,0.4285714285714286,0.4285714285714286,0.6,0.5714285714285714,0.6761904761904761,0.4285714285714286,0.2857142857142857,0.6,0.6811403372894902,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E>
878,8,4,4,5,0.6,0.6,1.0,0.7333333333333332,0.6,0.6,0.5,0.7,0.8049999999999999,0.6,0.4,0.75,0.8769556609382364,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,002 -> 002 -> 006 -> 022 -> 022,002 -> 005 -> 006 -> 022,002 -> 002 -> 006 -> 022 -> 022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E> -> <E>
879,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,000,000,000,<P>,<P>
880,8,1,7,5,0.0,0.0,0.0,0.0,0.4285714285714286,0.4285714285714286,0.6,0.5714285714285714,0.6761904761904761,0.4285714285714286,0.2857142857142857,0.6,0.6811403372894902,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E>
881,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-002 | 021-001-002-005 | 021-001-002-005-006 | 021-001-002-005-006-022,000,000,000,000,<P>,<P>
882,8,6,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005,006 -> 022,014,006 -> 022,014,Payment_Handled -> <E>,APPROVED_by_ADMINISTRATION
883,5,4,1,5,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.34348287440371195,021 | 021-001 | 021-001-013 | 021-001-013-008,022,002 -> 002 -> 005 -> 006 -> 022,022,002 -> 002 -> 005 -> 006 -> 022,<E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
884,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006,022,000,022,000,<E>,<P>
885,7,2,5,5,0.6,0.6,1.0,0.7,0.6,0.6,0.6,0.8,0.7333333333333334,0.6,0.4,0.6,0.7739332463009987,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E>
886,13,8,5,4,0.6,0.6,0.8,0.6666666666666666,0.6,0.6,0.5,0.7,0.7833333333333333,0.6,0.6,0.75,0.7901340114805261,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-001 | 021-001-013-008-001-013 | 021-001-013-008-001-013-008 | 021-001-013-008-001-013-008-001,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 005 -> 006,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 005 -> 006,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled
887,7,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,014,006 -> 022,014,Payment_Handled -> <E>,APPROVED_by_ADMINISTRATION
888,8,3,5,5,0.8,0.8,1.0,0.8666666666666666,0.8,0.8,0.8,0.9,0.8666666666666667,0.8,0.8,0.8,0.9023123798847138,021 | 021-001 | 021-001-014,015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 005 -> 006 -> 022,015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 005 -> 006 -> 022,APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
889,6,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.75,021 | 021-001 | 021-001-002 | 021-001-002-005,006 -> 022,014 -> 006,006 -> 022,014 -> 006,Payment_Handled -> <E>,APPROVED_by_ADMINISTRATION -> Payment_Handled
890,7,3,4,5,0.2,0.2,0.4,0.26666666666666666,0.8,0.8,1.0,0.8,0.94,0.8,0.8,1.0,0.9823301978951452,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,002 -> 002 -> 005 -> 006 -> 022,002 -> 005 -> 006 -> 022,002 -> 002 -> 005 -> 006 -> 022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
891,7,4,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.7420981285103057,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,014 -> 002 -> 006,005 -> 006 -> 022,014 -> 002 -> 006,Request_Payment -> Payment_Handled -> <E>,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled
892,8,5,3,4,0.0,0.0,0.0,0.0,0.5,0.5,0.6666666666666667,0.625,0.7222222222222222,0.5,0.5,0.6666666666666666,0.7830120500307078,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,014 -> 002 -> 006 -> 022,005 -> 006 -> 022,014 -> 002 -> 006 -> 022,Request_Payment -> Payment_Handled -> <E>,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E>
893,8,4,4,5,0.6,0.6,1.0,0.7333333333333332,0.6,0.6,0.5,0.7,0.8049999999999999,0.6,0.4,0.75,0.8769556609382364,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,002 -> 002 -> 006 -> 022 -> 022,002 -> 005 -> 006 -> 022,002 -> 002 -> 006 -> 022 -> 022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E> -> <E>
894,8,6,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005,006 -> 022,014,006 -> 022,014,Payment_Handled -> <E>,APPROVED_by_ADMINISTRATION
895,6,5,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.22602396837087924,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-022,000,014 -> 002 -> 005 -> 006,000,014 -> 002 -> 005 -> 006,<P>,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled
896,8,4,4,5,0.6,0.6,1.0,0.7333333333333332,0.6,0.6,0.5,0.7,0.8049999999999999,0.6,0.4,0.75,0.8769556609382364,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,002 -> 002 -> 006 -> 022 -> 022,002 -> 005 -> 006 -> 022,002 -> 002 -> 006 -> 022 -> 022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E> -> <E>
897,7,4,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.7420981285103057,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,014 -> 002 -> 006,005 -> 006 -> 022,014 -> 002 -> 006,Request_Payment -> Payment_Handled -> <E>,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled
898,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,022,022,022,<E>,<E>
899,8,6,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005,006 -> 022,014,006 -> 022,014,Payment_Handled -> <E>,APPROVED_by_ADMINISTRATION
900,6,4,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.48860840553061446,021 | 021-001 | 021-001-004 | 021-001-004-002,003 -> 022,014 -> 002 -> 006,003 -> 022,014 -> 002 -> 006,REJECTED_by_MISSING -> <E>,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled
901,12,1,11,5,0.0,0.0,0.0,0.0,0.2727272727272727,0.2727272727272727,0.6,0.36363636363636365,0.0,0.2727272727272727,0.18181818181818177,0.6,0.6022629784640054,021,001 -> 014 -> 007 -> 008 -> 001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,001 -> 014 -> 007 -> 008 -> 001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> REJECTED_by_SUPERVISOR -> REJECTED_by_EMPLOYEE -> SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E>
902,7,1,6,5,0.16666666666666666,0.16666666666666666,0.5,0.25,0.5,0.5,0.6,0.6666666666666666,0.7000000000000001,0.5,0.33333333333333337,0.6,0.7217343464337871,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E>
903,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,022,022,022,<E>,<E>
904,8,3,5,5,0.8,0.8,1.0,0.8666666666666666,0.8,0.8,0.8,0.9,0.8666666666666667,0.8,0.8,0.8,0.9023123798847138,021 | 021-001 | 021-001-014,015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 005 -> 006 -> 022,015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 005 -> 006 -> 022,APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
905,11,3,8,5,0.0,0.0,0.0,0.0,0.5,0.5,0.8,0.5625,0.7666666666666666,0.5,0.5,0.8,0.7621968538435573,021 | 021-001 | 021-001-014,007 -> 008 -> 001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 005 -> 006 -> 022,007 -> 008 -> 001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 005 -> 006 -> 022,REJECTED_by_SUPERVISOR -> REJECTED_by_EMPLOYEE -> SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
906,6,5,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.22602396837087924,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-022,000,014 -> 002 -> 005 -> 006,000,014 -> 002 -> 005 -> 006,<P>,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled
907,8,5,3,4,0.0,0.0,0.0,0.0,0.5,0.5,0.6666666666666667,0.625,0.7222222222222222,0.5,0.5,0.6666666666666666,0.7830120500307078,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,014 -> 002 -> 006 -> 022,005 -> 006 -> 022,014 -> 002 -> 006 -> 022,Request_Payment -> Payment_Handled -> <E>,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E>
908,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,000,000,000,<P>,<P>
909,7,1,6,5,0.16666666666666666,0.16666666666666666,0.5,0.25,0.5,0.5,0.6,0.6666666666666666,0.7000000000000001,0.5,0.33333333333333337,0.6,0.7217343464337871,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 006 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E>
910,6,2,4,5,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.25,0.5,0.4833333333333334,0.19999999999999996,0.19999999999999996,0.25,0.6505228829360992,021 | 021-001,014 -> 007 -> 008 -> 022,002 -> 002 -> 002 -> 006 -> 022,014 -> 007 -> 008 -> 022,002 -> 002 -> 002 -> 006 -> 022,APPROVED_by_ADMINISTRATION -> REJECTED_by_SUPERVISOR -> REJECTED_by_EMPLOYEE -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Payment_Handled -> <E>
911,7,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-004 | 021-001-004-002 | 021-001-004-002-005,006 -> 022,014,006 -> 022,014,Payment_Handled -> <E>,APPROVED_by_ADMINISTRATION
912,7,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,014,006 -> 022,014,Payment_Handled -> <E>,APPROVED_by_ADMINISTRATION
